contractor_name,permit_number,address,permit_type,value,issue_date,city,owner_name
Unknown Contractor,2025-148171 BP,"7705 PONOMA TRL, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150855 EP,"3324 1/2 S FM 620 RD, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-059163 MP,"1008 HILLSIDE AVE, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149231 PP,"3506 TOM MILLER ST BLDG 2, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151620 BP,"8009 BOTTLEBRUSH DR, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151396 BP,"1100 S 5TH ST, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-146342 EP,"7002 WOODFORD WAY, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2022-150109 MP,"3808 BALCONES DR, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-145207 EP,"4501 GRIDER PASS, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-146347 EP,"8610 BASIL HAYDEN LN, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-053083 MP,"1912 S 3RD ST, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148525 PP,"3600 TOM MILLER ST BLDG 1, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-071012 PP,"8601 ARACARI CV, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151600 EP,"8705 DECKER LAKE RD BLDG GAR, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150070 PP,"507 E WONSLEY DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-118113 PP,"308 BEN HOWELL DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
